23.0486	-12.215	99.291	-12.215	7.11709	-53.7878	99.291	-53.7878	437.721	
5.67507	2.49643	-9.74785	2.49643	1.70942	-4.71651	-9.74785	-4.71651	18.9003	
0.51684	0.0975167	-0.0569141	0.0975167	1.20664	-0.654813	-0.0569141	-0.654813	1.43755	
3.78326	1.15199	-5.72942	1.15199	0.914847	-2.03413	-5.72942	-2.03413	10.5515	
0.778557	1.5753	-0.199596	1.5753	9.41313	-1.11848	-0.199596	-1.11848	0.666936	
1.78984	1.44307	-0.343648	1.44307	2.2871	-0.374366	-0.343648	-0.374366	0.592149	
19.7675	8.13732	-3.11782	8.13732	3.94128	-1.32249	-3.11782	-1.32249	1.01165	
80.0482	16.2705	-4.66976	16.2705	3.82798	-0.955482	-4.66976	-0.955482	0.776603	
3.45289	1.77791	0.349602	1.77791	1.65298	0.219944	0.349602	0.219944	0.542473	
4.2736	2.56342	0.290227	2.56342	2.30382	0.210027	0.290227	0.210027	0.524975	
15.5194	14.3123	2.29432	14.3123	14.144	2.19212	2.29432	2.19212	0.856621	
15.3057	45.8053	6.88069	45.8053	142.212	21.2884	6.88069	21.2884	3.69897	
1.99974	1.34621	-0.74239	1.34621	1.8514	-0.716658	-0.74239	-0.716658	0.885161	
76.9215	28.6884	-29.698	28.6884	11.2696	-11.1483	-29.698	-11.1483	12.0431	
308.55	18.9807	-46.244	18.9807	1.66976	-2.84945	-46.244	-2.84945	7.4421	
1.10337	0.405506	0.091215	0.405506	1.17315	0.0503331	0.091215	0.0503331	0.51409	
4.87039	5.16287	-22.0182	5.16287	6.60105	-26.0198	-22.0182	-26.0198	111.469	
1.1688	2.04026	0.288135	2.04026	6.95629	0.854226	0.288135	0.854226	0.626778	
4.05605	37.0294	0.0638019	37.0294	386.092	0.664865	0.0638019	0.664865	0.50127	
0.579036	-0.0323667	-0.176037	-0.0323667	1.07056	0.179642	-0.176037	0.179642	0.912844	
1.53935	3.1927	3.4826	3.1927	10.311	10.6927	3.4826	10.6927	12.1767	
0.779862	0.238313	-0.0983142	0.238313	0.831407	0.130663	-0.0983142	0.130663	0.892271	
1.43467	0.463876	0.342529	0.463876	0.772204	0.262134	0.342529	0.262134	0.827734	
12.7129	5.41964	0.0411772	5.41964	2.9178	0.0269711	0.0411772	0.0269711	0.506069	
87.2005	11.4177	-8.89343	11.4177	2.00548	-1.17027	-8.89343	-1.17027	1.4127	
254.482	-15.1774	-6.36706	-15.1774	1.40744	0.380438	-6.36706	0.380438	0.659619	
1.01846	0.147001	0.0513549	0.147001	1.01471	-0.00879963	0.0513549	-0.00879963	0.506241	
1.3846	-0.0420723	0.862086	-0.0420723	0.589381	-0.143316	0.862086	-0.143316	1.45995	
1.13715	1.12101	0.125201	1.12101	2.82489	0.196461	0.125201	0.196461	0.526211	
6.22052	47.4965	-0.637135	47.4965	394.863	-5.28979	-0.637135	-5.28979	0.570969	
3.54186	35.7192	-1.13389	35.7192	419.935	-13.3146	-1.13389	-13.3146	0.922746	
2.91297	19.2712	-0.527213	19.2712	154.441	-4.20705	-0.527213	-4.20705	0.615586	
2.69435	17.9824	-0.508334	17.9824	147.903	-4.16202	-0.508334	-4.16202	0.618098	
3.72268	17.5023	-0.066187	17.5023	95.5656	-0.363716	-0.066187	-0.363716	0.503085	
1.02404	1.84528	0.584835	1.84528	7.03011	2.03646	0.584835	2.03646	1.1688	
0.661803	1.06278	0.229518	1.06278	7.55058	1.47448	0.229518	1.47448	0.841245	
0.622063	0.897698	0.20207	0.897698	7.15647	1.45414	0.20207	1.45414	0.85327	
4.3914	27.8649	-0.166212	27.8649	200.068	-1.19044	-0.166212	-1.19044	0.507101	
4.37298	42.0079	-1.14363	42.0079	456.137	-12.4041	-1.14363	-12.4041	0.837703	
4.49862	41.6706	-1.07662	41.6706	434.76	-11.2199	-1.07662	-11.2199	0.78995	
2.89464	29.3971	-1.34734	29.3971	361.387	-16.5397	-1.34734	-16.5397	1.25819	
3.65176	35.485	-1.29644	35.485	400.026	-14.5973	-1.29644	-14.5973	1.03338	
3.91144	34.1259	-2.04289	34.1259	341.874	-20.4359	-2.04289	-20.4359	1.72359	
4.64906	35.159	-1.51492	35.159	298.456	-12.8393	-1.51492	-12.8393	1.05334	
2.14425	16.9468	-1.09929	16.9468	175.165	-11.3307	-1.09929	-11.3307	1.23594	
2.39227	18.7459	-1.1799	18.7459	186.207	-11.6885	-1.1799	-11.6885	1.23651	
3.88493	30.786	-1.44858	30.786	280.503	-13.1739	-1.44858	-13.1739	1.12015	
3.8166	32.0899	-1.45572	32.0899	310.986	-14.0845	-1.45572	-14.0845	1.1392	
0.915104	0.31057	0.32123	0.31057	0.817464	0.434021	0.32123	0.434021	1.18939	
1.78768	1.6802	0.879951	1.6802	2.85345	1.21516	0.879951	1.21516	1.12917	
3.83332	7.37589	3.76791	7.37589	16.8788	8.35856	3.76791	8.35856	4.76683	
0.533878	1.05315	0.48149	1.05315	36.9082	16.5506	0.48149	16.5506	8.02589	
0.501481	0.0463951	0.0965437	0.0463951	3.11645	5.00952	0.0965437	5.00952	10.1818	
1.03114	1.04282	1.01582	1.04282	2.64486	2.14664	1.01582	2.14664	2.68061	
0.538338	0.0583029	-0.0622611	0.0583029	0.914095	0.424356	-0.0622611	0.424356	1.42895	
0.549873	0.0926435	-0.0572435	0.0926435	0.924123	0.286877	-0.0572435	0.286877	1.17918	
0.537487	0.0592007	-0.110054	0.0592007	0.983764	0.0769725	-0.110054	0.0769725	0.984228	
1.3562	0.736431	0.271879	0.736431	1.37981	0.20771	0.271879	0.20771	0.589106	
3.76008	1.10284	-0.0124931	1.10284	0.873944	-0.011874	-0.0124931	-0.011874	0.567451	
38.9391	0.834301	-4.04171	0.834301	0.521031	-0.0907053	-4.04171	-0.0907053	0.928012	
0.940622	0.0885066	-0.613957	0.0885066	0.520477	-0.0860573	-0.613957	-0.0860573	1.87009	
0.626189	0.136293	-0.935451	0.136293	0.649119	-0.976491	-0.935451	-0.976491	8.03323	
0.978117	0.996499	0.219375	0.996499	2.86729	0.400617	0.219375	0.400617	0.611693	
1.01937	1.41964	0.153888	1.41964	4.67304	0.369724	0.153888	0.369724	0.554452	
1.22991	3.70849	0.0984235	3.70849	19.4805	0.472295	0.0984235	0.472295	0.51883	
1.64728	6.02823	-0.264618	6.02823	32.3132	-1.4139	-0.264618	-1.4139	0.565016	
4.89734	38.6703	-3.38641	38.6703	340.585	-29.782	-3.38641	-29.782	3.10808	
5.1089	46.7341	-5.17829	46.7341	474.384	-52.5079	-5.17829	-52.5079	6.31806	
3.93907	38.3761	-4.17857	38.3761	428.735	-46.6287	-4.17857	-46.6287	5.57724	
3.75913	36.0875	-3.75413	36.0875	400.087	-41.5685	-3.75413	-41.5685	4.82443	
3.19229	34.3131	-3.91347	34.3131	437.826	-49.8781	-3.91347	-49.8781	6.18874	
3.75021	36.0603	-3.89305	36.0603	400.593	-43.1941	-3.89305	-43.1941	5.16326	
3.14868	30.0948	-1.85649	30.0948	342.444	-21.0933	-1.85649	-21.0933	1.80138	
1.32355	0.142068	-1.63642	0.142068	0.546025	-0.353498	-1.63642	-0.353498	3.98723	
2.3738	26.8047	-2.35273	26.8047	383.959	-33.6564	-2.35273	-33.6564	3.45409	
1.44322	12.0858	-1.69446	12.0858	155.36	-21.7119	-1.69446	-21.7119	3.54518	
3.35073	29.0339	-3.34398	29.0339	296.207	-34.0568	-3.34398	-34.0568	4.42264	
3.72099	34.8246	-3.43703	34.8246	377.016	-37.16	-3.43703	-37.16	4.16762	
3.16764	28.0252	-2.15012	28.0252	294.922	-22.588	-2.15012	-22.588	2.23327	
3.67384	38.2537	-3.10301	38.2537	461.566	-37.4	-3.10301	-37.4	3.53378	
2.95842	29.0578	-2.63098	29.0578	343.955	-31.0974	-2.63098	-31.0974	3.31586	
4.49074	34.8114	-3.29306	34.8114	304.172	-28.7252	-3.29306	-28.7252	3.21737	
4.12122	38.0368	-2.7405	38.0368	400.038	-28.7856	-2.7405	-28.7856	2.57399	
0.505297	-0.123167	0.0242159	-0.123167	27.6559	-4.40132	0.0242159	-4.40132	1.21717	
0.529013	1.29747	-0.129902	1.29747	65.2021	-6.52689	-0.129902	-6.52689	1.15873	
1.40966	15.4361	-0.976224	15.4361	262.565	-16.5731	-0.976224	-16.5731	1.5481	
0.692837	8.92173	-0.652588	8.92173	413.327	-30.1987	-0.652588	-30.1987	2.70914	
0.515684	-1.70549	0.123962	-1.70549	194.764	-14.0949	0.123962	-14.0949	1.52273	
0.906915	-1.16704	0.0248764	-1.16704	4.42434	-0.125881	0.0248764	-0.125881	0.506673	
0.704084	-0.45127	0.0843577	-0.45127	2.02679	-0.514552	0.0843577	-0.514552	0.738288	
0.664749	-0.246789	-0.0102791	-0.246789	2.20035	-0.215257	-0.0102791	-0.215257	0.540623	
0.847699	3.7822	2.94173	3.7822	41.8269	32.1197	2.94173	32.1197	25.4667	
0.575206	0.760203	0.684679	0.760203	8.57537	7.36729	0.684679	7.36729	7.24289	
0.982965	4.59676	5.55007	4.59676	44.2578	52.8272	5.55007	52.8272	64.2807	
2.53274	19.0373	18.7127	19.0373	178.792	175.253	18.7127	175.253	172.766	
0.66784	1.48564	1.03099	1.48564	13.727	9.1428	1.03099	9.1428	6.83681	
0.506118	0.0312773	-0.100528	0.0312773	4.08966	-11.2245	-0.100528	-11.2245	35.5989	
0.833955	-0.388782	-0.686165	-0.388782	1.20714	1.11621	-0.686165	1.11621	2.30563	
0.710852	-0.175939	-0.315663	-0.175939	1.14773	0.701973	-0.315663	0.701973	1.35657	
0.700365	-0.0500818	-0.212739	-0.0500818	1.10002	0.331877	-0.212739	0.331877	0.858091	
0.699244	-0.115505	-0.235444	-0.115505	1.14385	0.259014	-0.235444	0.259014	0.804244	
0.722913	-0.219962	-0.299601	-0.219962	1.24394	0.480714	-0.299601	0.480714	0.967683	
0.752549	-0.287101	-0.418095	-0.287101	1.27013	0.796051	-0.418095	0.796051	1.42401	
1.84332	-1.41342	-1.92768	-1.41342	2.07406	2.06846	-1.92768	2.06846	3.28483	
2.70316	15.1032	-0.522909	15.1032	104.113	-3.59169	-0.522909	-3.59169	0.624748	
4.83686	35.1496	-3.22445	35.1496	285.401	-26.1341	-3.22445	-26.1341	2.89738	
3.26007	27.913	-1.91513	27.913	282.798	-19.3702	-1.91513	-19.3702	1.8294	
2.43366	19.1452	-1.23218	19.1452	190.082	-12.2051	-1.23218	-12.2051	1.2863	
3.1029	25.0846	-1.42381	25.0846	242.262	-13.7249	-1.42381	-13.7249	1.27949	
2.64599	22.6664	-1.54209	22.6664	239.909	-16.2888	-1.54209	-16.2888	1.60877	
2.75916	26.6523	-1.58869	26.6523	314.932	-18.7434	-1.58869	-18.7434	1.61757	
4.23853	41.0319	-1.66628	41.0319	450.848	-18.2883	-1.66628	-18.2883	1.24267	
3.2603	31.8391	-1.56979	31.8391	367.758	-18.108	-1.56979	-18.108	1.39297	
24.3123	-47.5989	12.4066	-47.5989	95.6463	-24.8002	12.4066	-24.8002	6.96576	
1.30418	-2.85103	0.640325	-2.85103	10.888	-2.34242	0.640325	-2.34242	1.0285	
0.978614	-1.87705	0.423101	-1.87705	8.33758	-1.77982	0.423101	-1.77982	0.90452	
4.07755	39.1418	-0.94357	39.1418	428.751	-10.3233	-0.94357	-10.3233	0.748914	
3.61182	35.6321	-1.99272	35.6321	408.509	-22.8177	-1.99272	-22.8177	1.77618	
4.08607	41.1011	-2.9507	41.1011	471.576	-33.8193	-2.9507	-33.8193	2.92795	
3.00035	27.381	-1.67362	27.381	300.347	-18.328	-1.67362	-18.328	1.62061	
3.46828	31.9812	-1.14935	31.9812	345.076	-12.3833	-1.14935	-12.3833	0.945248	
0.513045	0.82949	-0.012546	0.82949	69.6468	-1.02876	-0.012546	-1.02876	0.515319	
0.6251	-1.29205	0.0553416	-1.29205	15.7533	-0.671642	0.0553416	-0.671642	0.529728	
0.650897	-1.27164	0.0430619	-1.27164	12.8084	-0.436214	0.0430619	-0.436214	0.515666	
0.894451	-2.22224	0.0708737	-2.22224	13.6183	-0.400647	0.0708737	-0.400647	0.512737	
1.31	-2.05143	0.452227	-2.05143	5.84167	-1.1185	0.452227	-1.1185	0.757401	
1.92223	-2.95073	0.565287	-2.95073	6.66083	-1.14768	0.565287	-1.14768	0.740939	
342	-24.5936	16.4254	-24.5936	2.2713	-1.1828	16.4254	-1.1828	1.2901	
1.00076	0.0221975	0.0308433	0.0221975	0.994254	-0.0295397	0.0308433	-0.0295397	0.503836	
0.968513	-0.129875	0.0556357	-0.129875	1.05986	-0.0500159	0.0556357	-0.0500159	0.508891	
0.742044	-0.61919	0.203954	-0.61919	2.8554	-0.606094	0.203954	-0.606094	0.68108	
0.683309	-0.960574	0.175485	-0.960574	6.63219	-1.02331	0.175485	-1.02331	0.67779	
3.13435	32.8094	-1.41718	32.8094	409.136	-17.6502	-1.41718	-17.6502	1.26239	
5.04378	46.9986	-1.98184	46.9986	486.631	-20.4992	-1.98184	-20.4992	1.36441	
4.41313	43.9711	-2.07492	43.9711	494.594	-23.3155	-2.07492	-23.3155	1.60022	
4.59692	44.9502	-2.19011	44.9502	493.682	-24.0293	-2.19011	-24.0293	1.67078	
3.84772	37.1318	-1.43067	37.1318	412.355	-15.8683	-1.43067	-15.8683	1.11148	
3.37485	35.9709	-1.16553	35.9709	450.584	-14.5839	-1.16553	-14.5839	0.972574	
2.10785	22.7082	-0.507361	22.7082	321.238	-7.16801	-0.507361	-7.16801	0.660361	
1.35394	11.281	-0.713615	11.281	149.568	-9.4359	-0.713615	-9.4359	1.09821	
0.505567	0.0994402	0.0118366	0.0994402	4.40984	0.995495	0.0118366	0.995495	0.81329	
0.535409	-0.230955	-0.0777564	-0.230955	3.01979	0.470517	-0.0777564	0.470517	0.672076	
0.53195	0.0170647	-0.11412	0.0170647	1.02842	0.0935734	-0.11412	0.0935734	0.953596	
101.526	-9.86449	0.695401	-9.86449	1.46423	-0.0688785	0.695401	-0.0688785	0.50571	
